frname,lastobs,newcount,oldcount
Bécasse des bois,2017,0,6
Bouvreuil pivoine,2018,0,30
Bruant proyer,2018,0,5
Busard cendré,2018,0,5
Canard souchet,2013,0,1
Chevalier culblanc,2017,0,2
Chevalier guignette,2013,0,3
Choucas des tours,2009,0,1
Cigogne noire,2018,0,2
Fauvette mélanocéphale,2013,0,1
Fauvette orphée,2012,0,2
Fuligule milouin,2013,0,1
Grand-duc d'Europe,2018,0,2
Grand Tétras,2014,0,1
Grèbe huppé,2015,0,2
Grosbec casse-noyaux,2018,0,6
Harle huppé,2014,0,1
Héron garde-boeufs,2017,0,2
Hibou moyen-duc,2009,0,1
Martinet à ventre blanc,2018,0,3
Monticole bleu,2016,0,3
Mouette tridactyle,2009,0,1
Niverolle alpine,2009,0,1
Pigeon biset domestique,2017,0,4
Pigeon colombin,2018,0,7
Pipit rousseline,2018,0,12
Pouillot de Bonelli,2018,0,8
Pouillot fitis,2013,0,1
Tarier des prés,2014,0,6
Torcol fourmilier,2018,0,2
Tourterelle des bois,2016,0,4
Traquet oreillard,2013,0,10
Vanneau huppé,2015,0,1
Vautour moine,2018,0,4
Verdier d'Europe,2018,0,39
