frname,lastobs,newcount,oldcount
Accenteur mouchet,2017,0,10
Alouette des champs,2013,0,3
Alouette lulu,2016,0,16
Bondrée apivore,2016,0,4
Bruant des roseaux,2016,0,4
Bruant zizi,2016,0,14
Busard cendré,2010,0,2
Busard Saint-Martin,2010,0,2
Chouette hulotte,2012,0,3
Circaète Jean-le-Blanc,2016,0,3
Effraie des clochers,2012,0,4
Engoulevent d'Europe,2012,0,6
Faucon hobereau,2013,0,4
Fauvette grisette,2013,0,3
Fauvette pitchou,2016,0,13
Gobemouche gris (M. s. striata),2013,0,5
Hypolaïs polyglotte,2017,0,13
Linotte mélodieuse,2013,0,1
Martinet noir,2012,0,3
Mésange noire,2010,0,3
Mésange nonnette,2010,0,3
Moineau friquet,2012,0,2
Pic épeichette,2012,0,5
Pie-grièche écorcheur,2010,0,2
Pipit farlouse,2016,0,12
Pouillot de Bonelli,2013,0,1
Pouillot ibérique,2016,0,1
Roitelet à triple bandeau,2016,0,11
Roitelet huppé,2008,0,1
Rossignol philomèle,2013,0,6
Serin cini,2016,0,4
Tarin des aulnes,2016,0,4
Vanneau huppé,2013,0,2
